Date,Bat,Species,Sex,Band,Mass In (g),Mass Out (g),Ta (C),Ta Probe (C),Flow (mL/min),FiO2,FeO2,VO2 (mL/min),VO2 (mL/h),VO2 (mL/h/g)
,,,,,,,,,,,,,,
20-Oct-15,1,MYCA,F,UR0908,5.2,5.1,2,2,50,0.2095,0.2094646,0.00224,0.13444,0.02636
,,,,,,,,,,,,,,
7-Dec-15,2,MYCA,,,4.7,4.4,2,2,50,0.2095,0.2092458,0.01312,0.78726,0.17892
,,,,,,,,,,,,,,
8-Dec-15,1,MYCA,,,5,4.6,2,2,50,0.2095,0.2094031,0.005,0.30028,0.06528
,,,,,,,,,,,,,,
8-Dec-15,2,MYCA,,UR0450,6,5.8,2,2,50,0.2095,0.209132,0.01899,1.13967,0.19649
,,,,,,,,,,,,,,
9-Dec-15,2,MYCA,,WCS1057,5.1,4.9,2,2,50,0.2095,0.2090068,0.02546,1.52755,0.31174
,,,,,,,,,,,,,,
10-Dec-15,1,MYCA,,,5,4.6,2,2,50,0.2095,0.2083835,0.05764,3.45832,0.75181
,,,,,,,,,,,,,,
10-Dec-15,2,MYCA,,UR0916,5.9,5.6,2,2,50,0.2095,0.2083029,0.0618,3.7079,0.66212
,,,,,,,,,,,,,,
10-Dec-15,3,MYCA,,WCS041,5.4,5,2,2,50,0.2095,0.2091849,0.01627,0.97593,0.19519
,,,,,,,,,,,,,,
22-Oct-16,1,MYCA,,WCS1015,5.7,5.4,2,2,50,0.2095,0.2086458,0.0441,2.64574,0.48995
,,,,,,,,,,,,,,
22-Oct-16,2,MYCA,,WCS1011,5.6,5.1,2,2,50,0.2095,0.2091085,0.02021,1.21261,0.23777
,,,,,,,,,,,,,,
23-Oct-16,1,MYCA,,WCS1037,4.7,4.5,2,2,50,0.2095,0.2094686,0.00162,0.09726,0.02161
,,,,,,,,,,,,,,
26-Oct-16,1,MYCA,,UR0443,5.2,4.8,2,2,50,0.2095,0.2094598,0.00208,0.12451,0.02594
,,,,,,,,,,,,,,
26-Oct-16,2,MYCA,,WCS1035,6.1,5.6,2,2,50,0.2095,0.20946,0.00206,0.12389,0.02212
,,,,,,,,,,,,,,
26-Oct-16,3,MYCA,,WCS0900,5.6,5.2,2,2,50,0.2095,0.2094195,0.00416,0.24934,0.04795
,,,,,,,,,,,,,,
27-Oct-16,2,MYCA,,UR0097,5,4.8,2,2,50,0.2095,0.20942,0.00413,0.24779,0.05162
,,,,,,,,,,,,,,
27-Oct-16,3,MYCA,,UR0091,4.9,4.8,2,2,50,0.2095,0.2093998,0.00517,0.31035,0.06466
,,,,,,,,,,,,,,
27-Oct-16,4,MYCA,,UR0095,5.3,5.1,2,2,50,0.2095,0.2094668,0.00171,0.10283,0.02016
,,,,,,,,,,,,,,
19-Oct-15,1,MYCA,M,UR0919,5.4,5.1,0,0,50.2,0.2095,0.2092279,0.01727,1.0364,0.20322
,,,,,,,,,,,,,,
19-Oct-15,2,MYCA,M,UR0937,5.2,4.8,0,0,48.4,0.2095,0.2093986,0.00621,0.37231,0.07757
,,,,,,,,,,,,,,
26-Oct-16,3,MYCA,,WCS0900,5.6,5.2,0,0,50,0.2095,0.2077613,0.08976,5.38533,1.03564
,,,,,,,,,,,,,,
27-Oct-16,2,MYCA,,UR0097,5,4.8,0,0,50,0.2095,0.2094514,0.00251,0.15053,0.03136
,,,,,,,,,,,,,,
27-Oct-16,3,MYCA,,UR0091,4.9,4.8,0,0,50,0.2095,0.2088605,0.03301,1.98074,0.41266
,,,,,,,,,,,,,,
27-Oct-16,4,MYCA,,UR0095,5.3,5.1,0,0,50,0.2095,0.2090917,0.02108,1.26464,0.24797
,,,,,,,,,,,,,,
17-Oct-15,3,MYLU,M,UR0397,5.9,5.5,35,33.95,100,0.2092093,0.2074448,0.18217,10.93037,1.85261
,,,,,,,,,,,,,,
17-Oct-15,3,MYLU,M,UR0397,5.9,5.5,8,7.61,49.2,0.2092691,0.2091683,0.00512,0.30733,0.05588
,,,,,,,,,,,,,,
17-Oct-15,3,MYLU,M,UR0397,5.9,5.5,4,4.11,48.1,0.2089387,0.2088677,0.00353,0.21168,0.03849
,,,,,,,,,,,,,,
17-Oct-15,3,MYLU,M,UR0397,5.9,5.5,2,3.1,48.4,0.2094782,0.2090041,0.02369,1.42167,0.25848
,,,,,,,,,,,,,,
4-Oct-16,1,MYVO,,WCS471,8.1,7.6,35,8,100,0.2095,0.1957772,1.4168,85.00818,10.49484
,,,,,,,,,,,,,,
22-Oct-16,4,MYVO,,UR1831,8.3,8,35,35,100,0.2095,0.2059087,0.37078,22.24691,2.68035
,,,,,,,,,,,,,,
22-Oct-16,4,MYVO,,UR1831,8.3,8,6,6,50,0.2095,0.2093774,0.00633,0.37973,0.04747
,,,,,,,,,,,,,,
22-Oct-16,4,MYVO,,UR1831,8.3,8,4,4,50,0.2095,0.2094314,0.00354,0.21248,0.02656
,,,,,,,,,,,,,,
17-Oct-15,2,MYYU,F,UR0940,5.9,5.6,35,35,100,0.2095,0.20829,0.15283,9.16968,1.55418
,,,,,,,,,,,,,,
17-Oct-15,4,MYYU,F,UR0948,6.3,5.8,35,35.53,101.5,0.2092293,0.2071139,0.22168,13.30056,2.1112
,,,,,,,,,,,,,,
18-Oct-15,3,MYYU,M,UR0947,5.6,5.4,35,36.25,100,0.2095002,0.2080355,0.15122,9.07322,1.62022
,,,,,,,,,,,,,,
18-Oct-15,4,MYYU,M,UR0245,5.3,5.2,35,36.19,100,0.2095866,0.208012,0.16257,9.75428,1.84043
,,,,,,,,,,,,,,
19-Oct-15,3,MYYU,F,UR0926,4.9,4.6,35,36.15,98.6,0.2086238,0.2064487,0.22139,13.28337,2.71089
,,,,,,,,,,,,,,
19-Oct-15,4,MYYU,F,UR0936,5.5,5.1,35,35.88,100,0.2082613,0.2064295,0.18908,11.34481,2.06269
,,,,,,,,,,,,,,
20-Oct-15,2,MYYU,M,UR0941,5.6,4.8,35,35,102,0.2095,0.2082191,0.16501,9.90066,1.76797
,,,,,,,,,,,,,,
20-Oct-15,3,MYYU,M,UR0939,6.2,5.9,35,35.28,100,0.2091628,0.207133,0.20955,12.57317,2.02793
,,,,,,,,,,,,,,
21-Oct-15,1,MYYU,F,UR0354,5.2,4.9,35,35,100,0.2095,0.2083482,0.14549,8.72962,1.67877
,,,,,,,,,,,,,,
21-Oct-15,2,MYYU,F,UR0938,5.7,5.4,35,35,100,0.2095,0.2079239,0.19898,11.93898,2.09456
,,,,,,,,,,,,,,
21-Oct-15,3,MYYU,F,UR0912,6.9,6.6,35,36.02,92.6,0.2089847,0.206315,0.25522,15.31331,2.21932
,,,,,,,,,,,,,,
21-Oct-15,4,MYYU,F,UR0932,5.4,5.2,35,35.56,92.6,0.2089855,0.2067815,0.21069,12.64122,2.34097
,,,,,,,,,,,,,,
22-Oct-15,1,MYYU,M,UR0203,5.1,4.8,35,35,102,0.2095,0.2080296,0.18938,11.36261,2.22796
,,,,,,,,,,,,,,
22-Oct-15,2,MYYU,M,UR0915,5.1,4.8,35,35,105,0.2095,0.2079703,0.20279,12.16755,2.38579
,,,,,,,,,,,,,,
22-Oct-15,3,MYYU,M,UR0943,4.5,4.3,35,35.27,100,0.2086684,0.2066244,0.21099,12.65968,2.81326
,,,,,,,,,,,,,,
22-Oct-15,4,MYYU,M,UR0207,5.2,4.9,35,34.98,104,0.2088449,0.2045164,0.46472,27.88303,5.36212
,,,,,,,,,,,,,,
5-Oct-16,1,MYYU,F,UR0176,6.7,6.5,35,35,100,0.2095,0.2041534,0.55201,33.12041,4.94334
,,,,,,,,,,,,,,
5-Oct-16,2,MYYU,M,UR0121,5,4.7,35,35,100,0.2095,0.2069911,0.25903,15.5418,3.10836
,,,,,,,,,,,,,,
5-Oct-16,3,MYYU,M,UR0231,5,4.9,35,35,100,0.2095,0.2069281,0.26553,15.93207,3.18641
,,,,,,,,,,,,,,
5-Oct-16,4,MYYU,M,UR0123,6,5.8,35,35,100,0.2095,0.2079978,0.15509,9.30563,1.55094
,,,,,,,,,,,,,,
6-Oct-16,1,MYYU,M,UR0089,6,5.9,35,35,100,0.2095,0.2060295,0.35831,21.49859,3.5831
,,,,,,,,,,,,,,
6-Oct-16,2,MYYU,F,WCS1004,6.4,5.9,35,35,100,0.2095,0.2062707,0.33341,20.00444,3.12569
,,,,,,,,,,,,,,
6-Oct-16,3,MYYU,M,UR0145,6.3,5.6,35,35,100,0.2095,0.2067984,0.27893,16.73551,2.65643
,,,,,,,,,,,,,,
6-Oct-16,4,MYYU,M,UR0143,5.6,5.1,35,35,100,0.2095,0.207173,0.24025,14.41499,2.57411
,,,,,,,,,,,,,,
7-Oct-16,1,MYYU,M,WCS1203,5.5,5.1,35,35,100,0.2095,0.2077046,0.18537,11.12191,2.02216
,,,,,,,,,,,,,,
7-Oct-16,2,MYYU,F,WCS1200,6,5.7,35,35,100,0.2095,0.2076893,0.18694,11.21668,1.86945
,,,,,,,,,,,,,,
7-Oct-16,3,MYYU,M,UR0393,5.6,5.3,35,35,100,0.2095,0.2079778,0.15716,9.42952,1.68384
,,,,,,,,,,,,,,
7-Oct-16,4,MYYU,M,WCS1201,5.7,5.5,35,35,100,0.2095,0.2084826,0.10504,6.30245,1.10569
,,,,,,,,,,,,,,
17-Oct-15,2,MYYU,F,UR0940,5.9,5.6,8,8,50,0.2095,0.2093611,0.00879,0.52721,0.09414
,,,,,,,,,,,,,,
17-Oct-15,4,MYYU,F,UR0948,6.3,5.8,8,7.93,48.9,0.2094285,0.2092983,0.00657,0.39442,0.068
,,,,,,,,,,,,,,
18-Oct-15,1,MYYU,M,UR0923,5,4.6,8,8,49.6,0.2095,0.2093607,0.00874,0.52417,0.11395
,,,,,,,,,,,,,,
18-Oct-15,3,MYYU,M,UR0947,5.6,5.4,8,8.2,50.7,0.2098806,0.2097939,0.00454,0.27227,0.05042
,,,,,,,,,,,,,,
18-Oct-15,4,MYYU,M,UR0245,5.3,5.2,8,8.09,50.5,0.2104393,0.2102747,0.00858,0.51501,0.09904
,,,,,,,,,,,,,,
20-Oct-15,3,MYYU,M,UR0939,6.2,5.9,8,7.96,51.5,0.2099838,0.2098134,0.00906,0.5434,0.0921
,,,,,,,,,,,,,,
21-Oct-15,1,MYYU,F,UR0354,5.2,4.9,8,8,50.6,0.2095,0.2094415,0.00374,0.22467,0.04585
,,,,,,,,,,,,,,
21-Oct-15,2,MYYU,F,UR0938,5.7,5.4,8,8,49,0.2095,0.2093991,0.00625,0.37516,0.06947
,,,,,,,,,,,,,,
21-Oct-15,3,MYYU,F,UR0912,6.9,6.6,8,8.08,51.1,0.2099809,0.2097783,0.01069,0.64126,0.09716
,,,,,,,,,,,,,,
21-Oct-15,4,MYYU,F,UR0932,5.4,5.2,8,8.07,49.6,0.2099809,0.2099177,0.00324,0.19424,0.03735
,,,,,,,,,,,,,,
22-Oct-15,3,MYYU,M,UR0943,4.5,4.3,8,8.22,54.5,0.2092443,0.2091309,0.00638,0.38296,0.08906
,,,,,,,,,,,,,,
4-Oct-16,2,MYYU,,UR0001,5.8,5,8,8,48,0.2095,0.2094081,0.00455,0.27326,0.05465
,,,,,,,,,,,,,,
5-Oct-16,2,MYYU,M,UR0121,5,4.7,8,8,48,0.2095,0.2092924,0.01029,0.61729,0.13134
,,,,,,,,,,,,,,
5-Oct-16,4,MYYU,M,UR0123,6,5.8,8,8,48,0.2095,0.2093906,0.00542,0.32529,0.05609
,,,,,,,,,,,,,,
7-Oct-16,2,MYYU,F,WCS1200,6,5.7,8,8,48,0.2095,0.2093904,0.00543,0.32589,0.05717
,,,,,,,,,,,,,,
7-Oct-16,4,MYYU,M,WCS1201,5.7,5.5,8,8,48,0.2095,0.2093585,0.00701,0.42074,0.0765
,,,,,,,,,,,,,,
4-Oct-16,2,MYYU,,UR0001,5.8,5,6,6,48,0.2095,0.2094665,0.00166,0.09961,0.01992
,,,,,,,,,,,,,,
5-Oct-16,2,MYYU,M,UR0121,5,4.7,6,6,48,0.2095,0.2094407,0.00294,0.17633,0.03752
,,,,,,,,,,,,,,
5-Oct-16,4,MYYU,M,UR0123,6,5.8,6,6,48,0.2095,0.2094437,0.00279,0.1674,0.02886
,,,,,,,,,,,,,,
6-Oct-16,2,MYYU,F,WCS1004,6.4,5.9,6,6,48,0.2095,0.2094182,0.00405,0.24323,0.04122
,,,,,,,,,,,,,,
6-Oct-16,4,MYYU,M,UR0143,5.6,5.1,6,6,48,0.2095,0.2094286,0.00354,0.2123,0.04163
,,,,,,,,,,,,,,
7-Oct-16,2,MYYU,F,WCS1200,6,5.7,6,6,48,0.2095,0.2094412,0.00291,0.17484,0.03067
,,,,,,,,,,,,,,
7-Oct-16,4,MYYU,M,WCS1201,5.7,5.5,6,6,48,0.2095,0.2094396,0.00299,0.1796,0.03265
,,,,,,,,,,,,,,
8-Oct-16,1,MYYU,M,WCS1219,5.3,4.9,6,6,25,0.2095,0.2094022,0.00252,0.15146,0.03091
,,,,,,,,,,,,,,
8-Oct-16,2,MYYU,M,WCS1217,5.3,5.2,6,6,48,0.2095,0.2094482,0.00257,0.15402,0.02962
,,,,,,,,,,,,,,
8-Oct-16,3,MYYU,M,WCS1003,5.7,5.3,6,6,48,0.2095,0.2094409,0.00293,0.17573,0.03316
,,,,,,,,,,,,,,
8-Oct-16,4,MYYU,M,WCS1007,6,5,6,6,48,0.2095,0.2094173,0.0041,0.2459,0.04918
,,,,,,,,,,,,,,
9-Oct-16,1,MYYU,M,WCS1043,6.1,5.8,6,6,25,0.2095,0.2094322,0.00175,0.105,0.0181
,,,,,,,,,,,,,,
9-Oct-16,2,MYYU,M,WCS1041,5.6,5,6,6,48,0.2095,0.2094341,0.00327,0.19595,0.03919
,,,,,,,,,,,,,,
17-Oct-15,1,MYYU,M,UR0945,5.9,5.5,4,4,50.6,0.2095,0.2094311,0.00441,0.26464,0.04812
,,,,,,,,,,,,,,
17-Oct-15,2,MYYU,F,UR0940,5.9,5.6,4,4,49,0.2095,0.2094476,0.00325,0.19473,0.03477
,,,,,,,,,,,,,,
17-Oct-15,4,MYYU,F,UR0948,6.3,5.8,4,3.98,48.6,0.2094806,0.2094033,0.00388,0.23266,0.04011
,,,,,,,,,,,,,,
18-Oct-15,1,MYYU,M,UR0923,5,4.6,4,4,50.1,0.2095,0.2094319,0.00431,0.25881,0.05626
,,,,,,,,,,,,,,
18-Oct-15,3,MYYU,M,UR0947,5.6,5.4,4,3.92,51.8,0.2096725,0.2096432,0.00157,0.09423,0.01745
,,,,,,,,,,,,,,
18-Oct-15,4,MYYU,M,UR0245,5.3,5.2,4,4.34,51.2,0.2093319,0.2091986,0.00705,0.42288,0.08132
,,,,,,,,,,,,,,
20-Oct-15,2,MYYU,M,UR0941,5.6,4.8,4,4,48.2,0.2095,0.20941,0.00549,0.32914,0.06857
,,,,,,,,,,,,,,
20-Oct-15,3,MYYU,M,UR0939,6.2,5.9,4,4.16,51.2,0.2089574,0.2088477,0.00579,0.34755,0.05891
,,,,,,,,,,,,,,
21-Oct-15,1,MYYU,F,UR0354,5.2,4.9,4,4,49.6,0.2095,0.2094563,0.00274,0.16433,0.03354
,,,,,,,,,,,,,,
21-Oct-15,2,MYYU,F,UR0938,5.7,5.4,4,4,49,0.2095,0.2094477,0.00324,0.19464,0.03605
,,,,,,,,,,,,,,
21-Oct-15,3,MYYU,F,UR0912,6.9,6.6,4,3.98,58.2,0.2098608,0.2097904,0.00423,0.25405,0.03849
,,,,,,,,,,,,,,
4-Oct-16,2,MYYU,,UR0001,5.8,5,4,4,48,0.2095,0.2094456,0.0027,0.16176,0.03235
,,,,,,,,,,,,,,
5-Oct-16,4,MYYU,M,UR0123,6,5.8,4,4,48,0.2095,0.2094335,0.0033,0.19773,0.03409
,,,,,,,,,,,,,,
6-Oct-16,1,MYYU,M,UR0089,6,5.9,4,4,25,0.2095,0.2094172,0.00214,0.12823,0.02173
,,,,,,,,,,,,,,
6-Oct-16,4,MYYU,M,UR0143,5.6,5.1,4,4,48,0.2095,0.2093881,0.00555,0.33273,0.06524
,,,,,,,,,,,,,,
7-Oct-16,4,MYYU,M,WCS1201,5.7,5.5,4,4,48,0.2095,0.2094119,0.00437,0.26196,0.04763
,,,,,,,,,,,,,,
9-Oct-16,2,MYYU,M,WCS1041,5.6,5,4,4,48,0.2095,0.2094109,0.00442,0.26493,0.05299
,,,,,,,,,,,,,,
17-Oct-15,1,MYYU,M,UR0945,5.9,5.5,2,2,50.7,0.2095,0.2091773,0.02069,1.24114,0.22566
,,,,,,,,,,,,,,
17-Oct-15,2,MYYU,F,UR0940,5.9,5.6,2,2,49.4,0.2095,0.2094514,0.00304,0.18228,0.03255
,,,,,,,,,,,,,,
17-Oct-15,4,MYYU,F,UR0948,6.3,5.8,2,1.72,49.4,0.2094782,0.2094512,0.00138,0.08268,0.01426
,,,,,,,,,,,,,,
18-Oct-15,1,MYYU,M,UR0923,5,4.6,2,2,50.2,0.2095,0.2094258,0.00471,0.28275,0.06147
,,,,,,,,,,,,,,
19-Oct-15,3,MYYU,F,UR0926,4.9,4.6,2,2.67,47.9,0.208932,0.2083976,0.02642,1.58541,0.34466
,,,,,,,,,,,,,,
20-Oct-15,2,MYYU,M,UR0941,5.6,4.8,2,2,48.7,0.2095,0.2094403,0.00368,0.22058,0.04595
,,,,,,,,,,,,,,
20-Oct-15,3,MYYU,M,UR0939,6.2,5.9,2,1.88,51.5,0.2097653,0.2094967,0.01428,0.85687,0.14523
,,,,,,,,,,,,,,
21-Oct-15,1,MYYU,F,UR0354,5.2,4.9,2,2,49.7,0.2095,0.2094577,0.00266,0.15965,0.03258
,,,,,,,,,,,,,,
21-Oct-15,2,MYYU,F,UR0938,5.7,5.4,2,2,49.8,0.2095,0.20944,0.00378,0.22676,0.04199
,,,,,,,,,,,,,,
21-Oct-15,3,MYYU,F,UR0912,6.9,6.6,2,2,58.5,0.2093866,0.2090868,0.01811,1.08656,0.16463
,,,,,,,,,,,,,,
21-Oct-15,4,MYYU,F,UR0932,5.4,5.2,2,1.87,53.1,0.2098949,0.2097382,0.00859,0.51543,0.09912
,,,,,,,,,,,,,,
22-Oct-15,3,MYYU,M,UR0943,4.5,4.3,2,2.06,49.3,0.209427,0.2093574,0.00354,0.21265,0.04945
,,,,,,,,,,,,,,
22-Oct-15,4,MYYU,M,UR0207,5.2,4.9,2,2.25,49.4,0.2094068,0.2089393,0.02384,1.43056,0.29195
,,,,,,,,,,,,,,
6-Oct-16,1,MYYU,M,UR0089,6,5.9,2,2,48,0.2095,0.2093588,0.007,0.41985,0.07116
,,,,,,,,,,,,,,
9-Oct-16,2,MYYU,M,WCS1041,5.6,5,2,2,25,0.2095,0.2084884,0.02611,1.56663,0.31333
,,,,,,,,,,,,,,
17-Oct-15,1,MYYU,M,UR0945,5.9,5.5,0,0,50.7,0.2095,0.2073469,0.13772,8.26312,1.50239
,,,,,,,,,,,,,,
17-Oct-15,2,MYYU,F,UR0940,5.9,5.6,0,0,49.2,0.2095,0.2087121,0.04899,2.93955,0.52492
,,,,,,,,,,,,,,
17-Oct-15,4,MYYU,F,UR0948,6.3,5.8,0,0.4,44.2,0.2094781,0.2086825,0.03631,2.17848,0.3756
,,,,,,,,,,,,,,
18-Oct-15,4,MYYU,M,UR0245,5.3,5.2,0,3.56,48.1,0.2092081,0.2084818,0.03607,2.164,0.41615
,,,,,,,,,,,,,,
19-Oct-15,3,MYYU,F,UR0926,4.9,4.6,0,0.3,48,0.2091603,0.2088848,0.01366,0.8193,0.17811
,,,,,,,,,,,,,,
20-Oct-15,2,MYYU,M,UR0941,5.6,4.8,0,0,49.2,0.2095,0.2090858,0.02577,1.54612,0.32211
,,,,,,,,,,,,,,
20-Oct-15,3,MYYU,M,UR0939,6.2,5.9,0,0.37,51.5,0.2096012,0.2074947,0.112,6.72028,1.13903
,,,,,,,,,,,,,,
21-Oct-15,1,MYYU,F,UR0354,5.2,4.9,0,0,49.8,0.2095,0.2094169,0.00523,0.31405,0.06409
,,,,,,,,,,,,,,
21-Oct-15,2,MYYU,F,UR0938,5.7,5.4,0,0,49.2,0.2095,0.2090025,0.03094,1.85658,0.34381
,,,,,,,,,,,,,,
21-Oct-15,4,MYYU,F,UR0932,5.4,5.2,0,0.12,50.5,0.2096628,0.2093265,0.01754,1.0523,0.20237
,,,,,,,,,,,,,,
22-Oct-15,3,MYYU,M,UR0943,4.5,4.3,0,0.13,61.6,0.2097607,0.2095923,0.01071,0.64281,0.14949
,,,,,,,,,,,,,,
22-Oct-15,4,MYYU,M,UR0207,5.2,4.9,0,0.26,48.8,0.2098941,0.209529,0.01837,1.10249,0.225